"","sim_id","true_alpha_game1","fit_alpha_game1","true_alpha_game2","fit_alpha_game2","true_temp_game1","fit_temp_game1","true_temp_game2","fit_temp_game2","true_envy","fit_envy","true_guilt","fit_guilt","neg_log_lik"
"106",106,0.537616753829643,0.387727576629527,0.346835627430119,0.990344952087784,1.94831029232591,0.1,1.93542320446577,2.67251410563167,1.78005279507488,0.236928599389934,0.368250931380317,1.42178907464542,19.085125321684
"107",107,0.368813646701165,1,0.939697967744432,0.948867855087019,1.31419173842296,0.1,2.32264175983146,0.1,0.451119784731418,1.55331684805033,0.33919155516196,0.01,14.0521031693074
"108",108,0.689821289065294,0.0903323269654169,0.0381216641468927,0.00992120109739779,4.77662256839685,0.1,0.956936780014075,0.307953649214028,1.93728562956676,3.61303091666615,1.28939692431595,2,55.5532121813876
"109",109,0.108135086419061,0.682178058741077,0.303571106111631,1,3.68954871594906,15,2.89130132680293,6.35304732895068,1.30943774152547,5,0.722890035132878,0.880520234224377,73.9011808936779
"110",110,0.367329597556964,0.513846188382182,0.12078436194919,0.0064692708277698,1.85440215880517,1.55442325366436,1.05570854453836,0.1,0.949580383487046,5,1.1134528471157,1.36627107503299,47.5642454181818
"111",111,0.64391812834423,0.0204487282108929,0.219545207433403,0.708455645431374,1.52020319250878,0.1,0.546592683950439,6.19718702297455,0.973157405853271,0.854952839310852,0.496192176709883,0.01,23.2224048254163
"112",112,0.484889712389559,0.844367241220434,0.766904316777363,0.983938831392841,0.859881314309314,0.1,4.91670888285153,3.08709108174604,1.48226288054138,1.47528758635625,0.953353572171181,1.04090463954561,32.2624055924022
"113",113,0.0797431891504675,0.0228504792583818,0.19098669109866,0.00344608058875001,1.9809473576257,0.212609050370871,3.77524614387658,0.1,0.573335238266736,1.39534157421045,0.0958381419768557,0.01,61.6868900039654
"114",114,0.774006288247183,1,0.532820888916031,1,3.49994079789612,0.1,0.798981941584498,0.1,1.47337874304503,1.47290587670862,0.774839131976478,0.353399264209263,12.213514156679
"115",115,0.645055866809562,1,0.932403675685637,0.974362656782682,0.759865388670005,0.1,3.0193303846987,4.39142900040003,0.235148834995925,1.09311672853751,0.0860715099843219,0.01,13.0513679105416
"116",116,0.869214933654293,1,0.849795794640668,0.0442798073322631,1.59601362976246,0.1,1.40326629260089,0.1,0.229014965239912,1.18264334170845,0.740317932330072,0.302132655137514,11.8180308709353
"117",117,0.748364585121162,1,0.538524356195703,0.881689213805856,3.54738021534868,3.10771635019026,1.24380102993455,1.58910249219639,0.114257233217359,0.636251059307201,1.4408104653703,1.87202902734807,29.2008272072343
"118",118,0.815376624446362,1,0.774791300464421,0.589051947400801,3.53687731793616,4.77422950045966,2.4948652171297,1.9910475789232,0.152541810646653,0.01,0.958766216877848,0.876037942569978,35.8230482566652
"119",119,0.656715241479687,1,0.695166907589883,0.905848967065205,1.00862043409143,0.1,1.80171059956774,1.95154752031263,0.0308223213069141,0.119422280186756,0.352949857944623,0.01,14.3117760696947
"120",120,0.3146164585324,1,0.691316460096277,0.897884573815294,0.745784642593935,0.1,0.722317541344091,0.1,0.0166302244178951,0.01,1.08112329617143,1.16068360959916,21.0726464583111
"121",121,0.31653363332618,0.881656917894129,0.905352366333827,1,4.44472019881941,6.8644675883797,3.43065119339153,0.1,0.990412765648216,1.30943358563625,0.552006320678629,1.90463419895987,35.8997173222954
"122",122,0.790472658844665,0.32410184234852,0.550688596484251,0.971094957627434,0.753188713057898,0.1,2.62675985000096,4.08311848215641,1.62821481609717,1.4957872501273,0.185417428147048,0.01,26.2967383687279
"123",123,0.894495838647708,0.568710865813724,0.268574868733995,0.934816106238105,1.79898089545313,0.1,1.09029372548684,0.313069273418354,1.11192774446681,0.538837777799721,1.41872894600965,1.05910526276627,14.4802582954648
"124",124,0.302986027738079,0.124688586851049,0.381411782270297,0.521062395201816,4.18438438924495,2.32038577145713,2.46435955397319,3.71607113676531,0.915096054784954,3.79074592472602,0.262175776879303,0.2509919349779,49.6422731468331
"125",125,0.707699318770319,1,0.853623346239328,1,2.50830082965549,0.1,4.20711521967314,0.1,0.45255045639351,5,0.960176396998577,0.01,11.7722080848003
"126",126,0.550385189596564,0.984490734736275,0.698004601681605,0.0661778808835065,1.35376504668966,0.1,2.03831101059914,0.1,1.48753703990951,1.54501021227982,1.00359710189514,1.05557570845449,23.9515791246616
"127",127,0.57094059695024,0.975004004936288,0.296470975321718,0.824984377590747,0.61309659157414,1.19503040979249,1.06415122668259,0.1,1.29296548012644,1.22245293343999,0.234513666364364,0.01,12.3957905400335
"128",128,0.663293707338162,0.459292370087097,0.482867774912156,0.249681314495795,3.04536706437357,1.30367973209453,4.23455647821538,0.554176517517641,1.98520014807582,1.03170995502934,0.267505996045657,0.504336100149768,25.7385142155789
"129",129,0.24326792018488,0.595627988787025,0.0784660657867789,0.071549329828867,0.222060512402095,0.1,4.92040518920403,15,0.209497362375259,5,1.01910164672881,0.124703659285991,49.2332285983651
"130",130,0.817020103805698,1,0.611532992729917,0.0570992725107266,3.24247309253551,10.7922510800443,3.77600618700963,0.1,1.28074521431699,0.01,0.328694875119254,0.01,23.6972335426761
"131",131,0.181823684531264,0.400125202436052,0.920531331817619,1,1.98293504093308,4.61872663569457,1.15481203531381,0.1,1.72034479817376,3.31268769266083,0.872376479208469,0.924830001581814,33.6963729668556
"132",132,0.832911004209891,1,0.661046640584245,0.670300694868072,3.5282080726698,0.1,4.31853335073683,0.290065587818696,0.375932388007641,3.73782837635922,0.235254935338162,1.14498922627066,13.4721311072928
"133",133,0.520877726217732,0.792325165570012,0.109421863825992,1,4.24983676939737,7.46532800840145,0.44866830187384,1.50223362966008,0.168784098699689,0.01,0.229835880920291,0.01,17.663234080038
"134",134,0.948130212523974,0.999986657430969,0.79679913637694,1,2.09809289416298,1.25758820377761,2.32406958278734,0.951356594964896,1.31512986822054,1.52941029317936,1.24422783055343,1.59588648789233,32.3987784308733
"135",135,0.440022906479426,0.0736778747166747,0.321400589738041,0.0585640994118226,2.08893004229758,0.376266024664573,0.73782421881333,0.1,0.219949437770993,0.719614559749362,1.24514226440806,1.44110611676566,38.3207923269276
"136",136,0.112209762129933,0.00299606427171041,0.292559716482647,0.00294855753872178,2.11287655087654,0.1,2.79454417582601,0.1,0.881091567222029,1.15884669835468,1.44786979118362,2,85.2099673441735
"137",137,0.0342090136744082,0.00651086869149285,0.845885040750727,1,0.834600755455904,0.1,0.419717011554167,0.1,1.15438348054886,1.94564119439273,0.104997896240093,0.64947938609337,50.9350163616795
"138",138,0.292580508384854,0.667169500967034,0.047748538707383,0.0408807240404228,4.78036368470639,13.7364758166161,0.782892909226939,1.09787314305134,1.56527549494058,3.62091892867377,0.182921781437472,0.01,74.7115249398251
"139",139,0.986982821249403,1,0.767062106649391,1,0.149519868334755,0.0999999999999999,1.5166700568283,0.1,0.0791156725026667,0.01,0.253487257054076,0.01,8.95879736864028
"140",140,0.849096284937114,0.201196308590467,0.787346490486525,1,2.53912495530676,0.397869378877449,0.486013414291665,0.1,0.775619749445468,1.24309947517255,1.16422441892792,1.06244748450346,15.6103246165092
"141",141,0.807877273070626,0.515262123490069,0.783930422686972,1,4.21204262988176,0.529797261181512,2.21337916145567,1.68120991392442,0.643660235684365,1.08612015222447,1.40367182961199,2,29.9605856810757
"142",142,0.802901175315492,1,0.280459126709029,0.525919209204061,3.09842090008315,0.1,2.5540885877097,0.1,0.914167649112642,4.18142705207272,0.383767569554038,1.07984740429464,11.7722081020353
